id,name,type,region,minx,miny,maxx,maxy,acres,state,lon,lat,DungenessCrab,BayShrimp,GreenSturgeon,LeopardShark,BatRay,CaliforniaHalibut,EnglishSole,StarryFlounder,ShinerPerch,StaghornSculpin,PacificHerring,BrownRockfish,Steelhead,CohoSalmon,ChinookSalmon,SoKJoin,NFHPJoin,Rating_2015,biotic_acres
2029,Columbia River - Reach E,Riverine Estuary,"Washington, Oregon, Northern California Coast",-122.88,45.83,-122.63,46.03,14708,ORWA,-122.806,45.932,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,2,2,2,2.5:55.6|2.5.2:24.14|2.6:5882.83|2.6.1:97.16|2.7:553.85|2.7.1:84.91|2.8:971.54|2.8.1:139.86
2030,Columbia River - Reach F,Riverine Estuary,"Washington, Oregon, Northern California Coast",-122.88,45.35,-122.58,45.88,52207,ORWA,-122.792,45.727,,,P,,,,,JP,,,,,JP,JP,P,2,2,2,2.5:416.4|2.5.1:87.83|2.6:18033.7|2.6.1:3041.66|2.7:908.76|2.7.1:253.25|2.8:1158.61|2.8.1:4733.75
2031,Columbia River - Reach G,Riverine Estuary,"Washington, Oregon, Northern California Coast",-122.76,45.51,-122.25,45.65,22180,ORWA,-122.583,45.599,,,P,,,,,JP,,,,,JP,JP,JP,2,2,2,2.5:28.72|2.5.1:2.36|2.6:1890.56|2.6.1:321.78|2.7:325.92|2.7.1:355.52|2.8:569.7|2.8.1:308.27
2032,Columbia River - Reach H,Riverine Estuary,"Washington, Oregon, Northern California Coast",-122.28,45.54,-121.94,45.65,8992,ORWA,-122.106,45.591,,,P,,,,P,,P,,JP,,JP,JP & P,P,2,2,2,2.5:1.19|2.6:199.27|2.6.1:185.63|2.7:232.49|2.7.1:251.15|2.8:216.63|2.8.1:10.53
2033,Clatsop Spit,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.02,46.22,-124.01,46.23,51,OR,-124.015,46.229,,,,,,,,,,,,,,,,1,999,5,2.6:20.09|2.6.1:4.15|2.6.1.1:14.55|2.7:0.44|2.8:0.01
2034,Necanicum River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.94,45.97,-123.9,46.05,675,OR,-123.921,46.013,,,,,,,,,,,,,P,P,P,1,1,2,2.5:19.36|2.6:25.41|2.6.1:51.06|2.6.1.1:95.79|2.7:21.46|2.7.1:17.81|2.7.1.1:6.46|2.8:17.27|2.8.1:33.08
2035,Ecola Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.97,45.89,-123.95,45.9,54,OR,-123.962,45.901,,,,,,,,,,,,,P,P,P,1,999,5,2.5:0.14|2.6.1:4.97|2.6.1.1:4.68|2.7.1:0.1|2.8.1:17.37
2036,Nehalem River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.95,45.65,-123.78,45.78,5253,OR,-123.885,45.697,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,P,JP,JP,1,1,3,2.5:34.5|2.6:1110.65|2.6.1:388.71|2.6.1.1:612.69|2.7:63.93|2.7.1:275.25|2.7.1.1:1.27|2.8:67.05|2.8.1:308.33
2037,Lake Lytle,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-123.94,45.62,-123.94,45.64,83,OR,-123.94,45.623,,,,,,,,,,,,,,P,,1,999,5,2.5:17.57|2.6.1:1.31|2.7.1:0.47|2.8.1:1.03
2038,Smith Lake,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-123.95,45.59,-123.95,45.59,3,OR,-123.949,45.591,,,,,,,,,,,,,P,P,,1,999,5,2.6.1:1.2|2.7.1:0.78
2039,Tillamook Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.97,45.41,-123.81,45.59,14028,OR,-123.925,45.527,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,3,2.5:97.31|2.6:3359.66|2.6.1:267.21|2.6.1.1:1027.55|2.7:87.59|2.7.1:97.94|2.8:138.36|2.8.1:318.02
2040,Netarts Bay,Embayment/Bay,"Washington, Oregon, Northern California Coast",-123.97,45.36,-123.93,45.44,2634,OR,-123.95,45.403,JP,JP,,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,4,2.5:690.87|2.6.1:19.57|2.6.1.1:229.31|2.7.1:4.03|2.8.1:22.64
2041,Sand Lake,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-123.97,45.26,-123.92,45.3,1177,OR,-123.945,45.283,P,,,,,,,P,P,P,,,P,P,P,1,999,5,2.5:16.24|2.6.1:70.65|2.6.1.1:568.82|2.7.1:31.54|2.8.1:27.54
2042,Nestucca Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.97,45.14,-123.88,45.22,2766,OR,-123.955,45.184,JP,JP,P,,,,P,P,P,P,JP & P,,JP,P,JP,1,1,4,2.5:80.87|2.6:1199.8|2.6.1:136.39|2.6.1.1:213.19|2.7:6.45|2.7.1:9.88|2.8:38.53|2.8.1:17.34
2043,Daley Lake,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.98,45.14,-123.97,45.15,21,OR,-123.972,45.143,,,,,,,,,,,,,,P,,1,999,5,2.6:0.09|2.7:0.85|2.8:0.11
2044,Neskowin Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-123.99,45.1,-123.98,45.11,11,OR,-123.984,45.101,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:0.35|2.7.1:0.08|2.8.1:0.31
2045,Salmon River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.01,45.02,-123.94,45.05,882,OR,-123.982,45.03,P,JP,JP,,,,P,P,JP,P,P,,P,JP,JP,1,1,4,2.5:10.16|2.6.1:87.43|2.6.1.1:507.95|2.7.1:4.11|2.8.1:26.47
2046,Devils Lake,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.02,44.97,-124.02,44.97,1,OR,-124.018,44.968,,,,,,,,,,,,,P,P,P,1,999,5,
2047,Siletz Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.03,44.8,-123.91,44.94,2711,OR,-124.001,44.895,JP,JP,,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,4,2.5:103.49|2.5.1:0.12|2.6:60.55|2.6.1:306.47|2.6.1.1:451.54|2.7:12.84|2.7.1:57.73|2.7.1.1:3.88|2.8:7.83|2.8.1:135.27
2048,Depoe Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.06,44.81,-124.06,44.81,12,OR,-124.061,44.809,JP,,,,,,,,,,,,P,P,,1,999,5,2.6.1:0.12|2.7.1:0.01
2049,Little Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.06,44.66,-124.06,44.67,12,OR,-124.06,44.667,,,,,,,,,,,,,,P,,1,999,5,
2050,Yaquina Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.08,44.55,-123.85,44.66,6649,OR,-123.964,44.578,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,2,2.5:160.38|2.5.2:5.98|2.6:1098.82|2.6.1:256.73|2.6.1.1:495.69|2.7:104.15|2.7.1:62.53|2.7.1.1:4.42|2.8:108.83|2.8.1:91.71
2051,Beaver Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.08,44.51,-124.03,44.52,240,OR,-124.062,44.514,,,,,,,,,,,,,P,P,P,1,999,5,2.5.2:1.72|2.6.1:195.04|2.7.1:7.5|2.8.1:1.15
2052,Alsea Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.08,44.38,-123.86,44.46,3562,OR,-124.038,44.429,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,4,2.5:215.71|2.5.1:5.09|2.6:167.53|2.6.1:191.05|2.6.1.1:604.52|2.7:25.53|2.7.1:34.67|2.7.1.1:1.22|2.8:30.89|2.8.1:56.08
2053,Big Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.09,44.37,-124.08,44.37,25,OR,-124.086,44.371,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:1.58|2.6.1.1:2.99|2.7.1:8.72|2.8.1:3.91
2054,Yachats River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.11,44.3,-124.07,44.31,63,OR,-124.103,44.309,,,,,,,,,,,,,P,P,P,1,1,2,2.5:4.53|2.6.1:0.13|2.7.1:0.27|2.8.1:4.63
2055,Tenmile Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.11,44.22,-124.11,44.23,4,OR,-124.11,44.225,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:0.07|2.6.1.1:0.1|2.7.1:0.06|2.8.1:0.01
2056,Big Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.12,44.17,-124.11,44.18,4,OR,-124.116,44.176,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:1.7
2057,Cape Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.12,44.13,-124.12,44.13,1,OR,-124.123,44.134,,,,,,,,,,,,,P,P,P,1,999,5,2.8.1:0.07
2058,Berry Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.13,44.09,-124.12,44.09,1,OR,-124.125,44.091,,,,,,,,,,,,,,,,3,999,5,
2059,Sutton Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.13,44.05,-124.12,44.07,30,OR,-124.129,44.052,,,,,,,JP,JP,,JP,,,JP,JP,JP,1,999,5,2.6.1:0.42|2.7.1:11.88|2.8.1:0.47
2060,Siuslaw River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.15,43.94,-123.84,44.06,6320,OR,-124.07,43.971,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,4,2.5:51.23|2.6:903.72|2.6.1:826.72|2.6.1.1:814.87|2.7:76.18|2.7.1:221.47|2.7.1.1:2.38|2.8:38.18|2.8.1:103.8
2061,Siltcoos River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.16,43.87,-124.13,43.88,79,OR,-124.151,43.875,,,,,,,,,,,,,P,P,P,1,1,4,2.5:2.45|2.6.1:2.29|2.6.1.1:13.15|2.7.1:0.62|2.8.1:2.72
2062,Tahkenitch Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.17,43.79,-124.15,43.82,81,OR,-124.166,43.803,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:23.47|2.6.1.1:1.14|2.7.1:9.03|2.8.1:1.17
2063,Umpqua River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.23,43.64,-123.83,43.82,12419,OR,-124.087,43.708,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,4,2.5:316.42|2.6:1571.03|2.6.1:896.85|2.6.1.1:851.56|2.7:132.65|2.7.1:265.38|2.8:137.36|2.8.1:406.96
2064,Tenmile Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.23,43.54,-124.1,43.61,1329,OR,-124.169,43.57,,,,,,,,,,,,,P,P,P,1,1,3,2.5:34.56|2.6.1:22.09|2.6.1.1:23.1|2.7.1:6.25|2.8.1:9.65
2065,Coos Bay,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.36,43.24,-123.98,43.52,20566,OR,-124.27,43.414,JP,JP,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,3,2.5:1054.94|2.6:3289.99|2.6.1:1743.75|2.6.1.1:1441.8|2.7:105.51|2.7.1:285.36|2.7.1.1:5.28|2.8:52.9|2.8.1:173.39
2066,Sunset Bay,Embayment/Bay,"Washington, Oregon, Northern California Coast",-124.38,43.33,-124.37,43.33,2,OR,-124.374,43.331,,,,,,,,,,,,,P,P,,1,999,5,2.8:0|2.8.1:1.14
2067,Coquille River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.44,43.03,-124.08,43.24,10820,OR,-124.357,43.163,P,P,P,,,,,P,P,JP,P,,JP,P,P,1,1,3,2.5:40.79|2.6:7023.28|2.6.1:803.83|2.6.1.1:237.65|2.7:204.47|2.7.1:64.47|2.8:27.5|2.8.1:29.55
2068,Twomile Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.45,43.03,-124.43,43.06,61,OR,-124.443,43.04,,,,,,,,,,,,,P,P,P,2,999,5,2.6.1:0.7|2.7.1:25.54
2069,Fourmile Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.46,43.0,-124.44,43.03,82,OR,-124.452,43.011,,,,,,,,,,,,,P,P,P,2,999,5,2.5:2.69|2.6.1:0.19|2.6.1.1:1.51|2.7.1:2.78
2070,New River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.48,42.95,-124.45,43.0,128,OR,-124.461,42.987,,,,,,,,,,,,,P,P,P,2,999,5,2.5:1.47|2.6.1:7.1|2.6.1.1:1.08|2.7.1:3.24
2071,Floras Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.5,42.91,-124.49,42.92,24,OR,-124.5,42.912,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:6.29|2.7.1:11.44
2072,Sixes River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.54,42.83,-124.52,42.86,107,OR,-124.538,42.848,,,,,,,P,P,JP,JP,JP,,P,JP,JP,1,1,0,2.6.1:13.18|2.6.1.1:3.65|2.7.1:1.13|2.8.1:0.08
2073,Elk River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.54,42.79,-124.5,42.81,153,OR,-124.527,42.8,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:17.84|2.6.1.1:1.57|2.7.1:7.76
2074,Port Orford Head,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.51,42.74,-124.5,42.76,141,OR,-124.508,42.754,,,,,,,,,,,,,,,,1,999,5,2.5:2.03|2.6:2.71|2.7:0.23|2.7.1.1:1.69|2.8:3.34
2075,Hubbard Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.48,42.73,-124.48,42.74,2,OR,-124.478,42.736,,,,,,,,,,,,,P,P,,1,999,5,2.6.1:0.16
2076,Brush Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.45,42.69,-124.44,42.69,5,OR,-124.447,42.686,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1.1:0.11|2.7.1:0.34
2077,Mussel Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.4,42.61,-124.4,42.62,3,OR,-124.399,42.615,,,,,,,,,,,,,P,P,,1,999,5,2.7.1:0.56
2078,Euchre Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.39,42.56,-124.38,42.56,33,OR,-124.39,42.559,,,,,,,,,,,,,P,P,P,1,999,5,2.5:0.76|2.6.1:14.12|2.6.1.1:1.38|2.7.1:1.91|2.8.1:0.23
2079,Rogue River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.44,42.42,-124.37,42.46,885,OR,-124.402,42.431,JP,P,JP,,P,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,3,2.5:9.06|2.6:0.01|2.6.1:66.03|2.6.1.1:12.63|2.7.1:59.26|2.8.1:37.9
2080,Hunter Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.43,42.38,-124.41,42.39,32,OR,-124.419,42.389,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:1.17|2.7.1:3.1|2.8.1:0.37
2081,Myers Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.41,42.31,-124.41,42.31,3,OR,-124.411,42.307,,,,,,,,,,,,,P,,,1,999,5,
2082,Pistol River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.41,42.26,-124.38,42.29,99,OR,-124.406,42.277,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:7.38|2.6.1.1:1.32|2.7.1:2.85
2083,Thomas Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.36,42.17,-124.36,42.17,2,OR,-124.36,42.166,,,,,,,,,,,,,P,,,1,999,5,
2084,Whaleshead Creek,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.36,42.14,-124.35,42.14,6,OR,-124.356,42.143,,,,,,,,,,,,,P,,,1,999,5,2.6:0.13
2085,Chetco River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.27,42.04,-124.22,42.07,241,OR,-124.261,42.067,P,,,,,,,JP,P,JP,P,,P,P,JP,1,1,4,2.5:0.61|2.6.1:13.24|2.6.1.1:1.56|2.7.1:12.24|2.8.1:3.86
2086,Winchuck River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.22,42.0,-124.19,42.01,49,OR,-124.211,42.005,,,,,,,,,,,,,P,P,P,1,999,5,2.6.1:6.5|2.6.1.1:0.98|2.7.1:4.37|2.8.1:8.12
2087,Smith River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.21,41.83,-124.11,41.95,1189,CA,-124.183,41.914,,,,,,,,,,,,,P,P,JP,1,1,3,2.6:228.4|2.6.1.1:17|2.7:23.75|2.8:15.48
2088,Lake Earl,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.23,41.79,-124.17,41.86,3977,CA,-124.197,41.822,,,,,,,,,,,,,,,,1,999,5,2.5.2:2275|2.6:1190.04|2.6.1:225.54|2.7:138.57|2.8:17.74
2089,Pebble Beach,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.23,41.76,-124.22,41.77,36,CA,-124.224,41.765,,,,,,,,,,,,,,,,1,999,5,2.6:0.13|2.7:33.75|2.8:1.74
2090,Crescent City Harbor,Embayment/Bay,"Washington, Oregon, Northern California Coast",-124.2,41.74,-124.18,41.76,467,CA,-124.191,41.744,,,,,,,,,,,,,,P,,1,999,5,2.6:49.52|2.6.1.1:0.07|2.7:15.67|2.8:1.73
2091,NC9 Cresent Beach,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.15,41.72,-124.15,41.73,17,CA,-124.15,41.726,,,,,,,,,,,,,,,,1,999,5,2.6:10.97|2.7:4.86
2092,Wilson Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.1,41.6,-124.1,41.61,2,CA,-124.101,41.604,,,,,,,,,,,,,,JP,,1,999,5,2.7:0.01|2.8:0
2093,Lagoon Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.1,41.58,-124.09,41.6,43,CA,-124.098,41.591,,,,,,,,,,,,,,,,1,999,5,2.5:4.58|2.6:17.73|2.7:8.19|2.8:2.45
2094,Klamath River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.08,41.43,-123.93,41.55,1314,CA,-124.044,41.526,JP,,JP,,,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,3,2.6:3.31|2.6.1:7.57|2.6.1.1:33.08|2.7:10.83|2.7.1:9.57|2.7.1.1:32.11|2.8:36.77|2.8.1:5.94|2.8.1.1:7.61
2095,Johnson Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.07,41.46,-124.06,41.46,4,CA,-124.065,41.463,,,,,,,,,,,,,,,,1,999,5,2.6:0.24|2.7:0|2.8:0.06
2096,Ossagon Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.07,41.42,-124.06,41.45,165,CA,-124.061,41.433,,,,,,,,,,,,,,,,1,999,5,2.6:0|2.6.1.1:52.96|2.7:0.01|2.8:0.01
2097,Fern Canyon,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.07,41.4,-124.06,41.42,76,CA,-124.065,41.405,,,,,,,,,,,,,P,,,1,999,5,2.6:0.01|2.6.1.1:36.3|2.7:0|2.7.1.1:16.31|2.8:0
2098,Squashan Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.07,41.39,-124.07,41.39,4,CA,-124.069,41.391,,,,,,,,,,,,,P,,,1,999,5,2.6:0|2.7:0.01
2099,Espa Lagoon,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.08,41.36,-124.07,41.36,12,CA,-124.073,41.357,,,,,,,,,,,,,,,,1,999,5,2.6:8.29|2.7:2.07|2.8:0.1
2100,Redwood Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.09,41.29,-124.07,41.3,160,CA,-124.087,41.289,,P,,,,,,JP,JP,JP,P,,JP,JP,JP,1,999,5,2.5.2:9.81|2.6:27.79|2.6.1.1:8.77|2.7:20.85|2.7.1:5.49|2.8:24.1
2101,Stone Lagoon,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.1,41.23,-124.08,41.26,653,CA,-124.092,41.241,,,,,,,,,,,,,JP,JP,JP,1,999,5,2.5.2:19.3|2.6:1.67|2.7:3.19|2.8:1.95
2102,Big Lagoon,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.13,41.15,-124.1,41.21,1787,CA,-124.115,41.176,,,,,,,,,,,,,JP,JP,JP,1,999,5,2.5.2:1259.51|2.6:214.86|2.6.1:20.91|2.6.1.1:43.58|2.7:12.46|2.8:4.61
2103,Little River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.12,41.01,-124.1,41.03,111,CA,-124.109,41.023,,,,,,,,,JP,,,,JP,JP,JP,1,999,5,2.6:18.1|2.6.1.1:33.97|2.7:0.26|2.8:7.67
2104,Clam Beach,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.12,40.99,-124.11,40.99,7,CA,-124.117,40.992,,,,,,,,,,,,,P,,,1,999,5,2.6:0.28|2.7:0.63
2105,Mad River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.13,40.91,-124.05,40.98,483,CA,-124.13,40.938,,,,,,,,JP,JP,,,,P,JP,JP,1,1,4,2.5.2:5.81|2.6:36.41|2.6.1.1:65.55|2.7:5|2.8:2.71
2106,Humboldt Bay,Embayment/Bay,"Washington, Oregon, Northern California Coast",-124.28,40.67,-124.06,40.92,26399,CA,-124.213,40.754,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,1,1,2,2.5.2:7867.25|2.6:6953.5|2.6.1.1:1164.78|2.7:285.38|2.7.1.1:9.02|2.8:63.47
2107,Eel River,Riverine Estuary,"Washington, Oregon, Northern California Coast",-124.35,40.5,-124.12,40.69,10565,CA,-124.236,40.62,JP,JP,JP,,,,JP,JP,JP,JP,JP,,JP,JP,JP,1,1,4,2.5:0.62|2.5.2:329.1|2.6:5832.77|2.6.1:16.67|2.6.1.1:935.96|2.7:77.47|2.7.1:64.43|2.7.1.1:9.05|2.8:53.65
2108,Guthrie Creek,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.37,40.54,-124.36,40.54,3,CA,-124.364,40.542,,,,,,,,,,,,,P,,,1,999,5,2.6:0.02|2.7:0.18|2.8:0.18
2109,Bear River,Lagoonal Estuary,"Washington, Oregon, Northern California Coast",-124.39,40.47,-124.38,40.48,45,CA,-124.388,40.474,,,,,,,,,,,,,P,,P,1,999,5,2.6:0.79|2.7:0.37|2.8:0.02
3000,McNutt Gulch,Lagoonal Estuary,Central California,-124.36,40.35,-124.36,40.35,2,CA,-124.362,40.352,,,,,,,,,,,,,P,,,1,999,5,2.6:0.02|2.7:0
3001,Mattole River,Lagoonal Estuary,Central California,-124.36,40.29,-124.31,40.3,414,CA,-124.344,40.292,,,,,,,,,,,,,JP,JP,JP,1,1,4,2.6:0.07|2.7:0.38|2.7.1:37.94|2.8:0.35|2.8.1:55.59
3002,Jackass Creek,Lagoonal Estuary,Central California,-123.92,39.88,-123.91,39.88,5,CA,-123.915,39.881,,,,,,,,,,,,,P,,,1,999,5,2.6:0.29|2.7:0.04|2.8:0.03
3003,Usal Creek,Lagoonal Estuary,Central California,-123.85,39.83,-123.85,39.83,19,CA,-123.849,39.831,,,,,,,,,,,,,P,P,,1,999,5,2.6:0.41|2.6.1.1:4.39|2.7:0.04|2.8:0.16
3004,Cottaneva Creek,Lagoonal Estuary,Central California,-123.83,39.73,-123.83,39.74,8,CA,-123.828,39.735,,,,,,,,,,,,,P,P,,1,999,5,2.6:0.6|2.7:0.28|2.7.1:0.23|2.8:0.03|2.8.1:0.65
3005,Wages Creek,Lagoonal Estuary,Central California,-123.79,39.65,-123.78,39.65,8,CA,-123.783,39.65,,,,,,,,,,,,,P,P,P,1,999,5,2.6:0.25|2.7:0.32|2.8:0.02
3006,Chadbourne Gulch,Lagoonal Estuary,Central California,-123.78,39.61,-123.78,39.61,2,CA,-123.782,39.614,,,,,,,,,,,,,P,,,1,999,5,2.7:0.07|2.8:0.01
3007,Seaside Creek,Lagoonal Estuary,Central California,-123.77,39.56,-123.76,39.56,13,CA,-123.765,39.559,,,,,,,,,,,,,P,,,3,999,5,2.6:0|2.6.1.1:8.85|2.7:0.01|2.7.1.1:0.8
3008,Ten Mile River,Lagoonal Estuary,Central California,-123.77,39.53,-123.74,39.56,217,CA,-123.755,39.544,,,,,,,,,,,,,JP,JP,P,1,999,5,2.6:10.13|2.6.1:0.45|2.6.1.1:102.94|2.7:2.15|2.7.1:2.4|2.7.1.1:16.15|2.8:4.66
3009,Inglenook Fen,Lagoonal Estuary,Central California,-123.78,39.52,-123.77,39.53,30,CA,-123.777,39.52,,,,,,,,,,,,,,,,1,999,5,2.6.1:26.49
3010,Lake Cleone,Lagoonal Estuary,Central California,-123.8,39.49,-123.79,39.49,22,CA,-123.794,39.489,,,,,,,,,,,,,P,,,1,999,5,2.6:4.79|2.7:0.82|2.8:1.41
3011,Virgin Creek,Lagoonal Estuary,Central California,-123.81,39.47,-123.8,39.47,14,CA,-123.802,39.472,,,,,,,,,,,,,P,,,1,999,5,2.6.1.1:5.83|2.7:0.03
3012,Pudding Creek,Lagoonal Estuary,Central California,-123.81,39.45,-123.78,39.46,71,CA,-123.802,39.454,,,,,,,,,,,,,P,JP,,1,999,5,2.6:0.08|2.6.1:38.25|2.7:0.07|2.8:0.16
3013,Noyo River,Riverine Estuary,Central California,-123.81,39.42,-123.75,39.44,103,CA,-123.796,39.429,JP,,,,,,,,,,,,P,JP,P,1,999,5,2.6:1.83|2.7:1.21|2.7.1:4.8|2.8:4.54|2.8.1:1.44
3014,Hare Creek,Lagoonal Estuary,Central California,-123.81,39.42,-123.8,39.42,10,CA,-123.81,39.418,,,,,,,,,,,,,P,P,,3,999,5,2.7.1:3.37
3015,Mitchell Creek,Lagoonal Estuary,Central California,-123.82,39.39,-123.81,39.39,4,CA,-123.815,39.392,,,,,,,,,,,,,P,,,3,999,5,2.6.1.1:0.33|2.7.1:2.05
3016,Caspar Creek,Lagoonal Estuary,Central California,-123.82,39.36,-123.81,39.36,11,CA,-123.815,39.361,,,,,,,,,,,,,P,P,,1,999,5,2.6:0.04|2.6.1.1:3.81|2.7:0.22|2.8:0.51
3017,Russian Gulch,Lagoonal Estuary,Central California,-123.81,39.33,-123.8,39.33,14,CA,-123.8,39.331,,,,,,,,,,,,,P,P,,1,999,5,2.7.1.1:1.55|2.8.1.1:3.62
3018,Big River,Riverine Estuary,Central California,-123.8,39.29,-123.73,39.31,318,CA,-123.766,39.301,JP,,,,,,,,,,,,JP,JP,P,1,999,5,2.6:2.54|2.6.1:49.05|2.6.1.1:67.18|2.7:0.88|2.7.1:35.86|2.8:11.88|2.8.1:6.47
3019,Little River,Lagoonal Estuary,Central California,-123.79,39.27,-123.78,39.28,16,CA,-123.788,39.276,,,,,,,,,,,,,P,JP,,1,999,5,2.6.1.1:0.97|2.7:0.27|2.7.1.1:2.89|2.8:1.47|2.8.1.1:6.96
3020,Albion River,Riverine Estuary,Central California,-123.77,39.22,-123.71,39.25,189,CA,-123.743,39.238,JP,,,,,,,,,,,,P,JP,P,1,999,5,2.5:3.74|2.6:1.1|2.6.1:30.42|2.6.1.1:23.25|2.7:0.85|2.8:6.16
